,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,2.3499032236458164,20.98656332612471,1.9215613909610143
RMSE,3087.438275714593,23519.370762369075,2358.8755884278626
R²,0.8645800146859371,-2.4546770738355574,0.9652490938961764
