,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,2.6621367313983497,18.57511512354712,2.699675116496536
RMSE,169.80864500840627,769.2958635608148,117.9652918946111
R²,0.8863176926242462,-1.5355107217069404,0.9403806619028766
