close_time,real_price,predicted_price,lower_bound,upper_bound
2024-10-19,2648.2,2642.170000000001,2477.210801598059,2818.113946700253
2024-10-20,2746.91,2642.170000000001,2411.9366695296403,2894.380435893205
2024-10-21,2666.7,2642.170000000001,2363.018705482922,2954.2983695820167
2024-10-22,2622.81,2642.170000000001,2322.5505436219464,3005.77411676615
2024-10-23,2524.61,2642.170000000001,2287.4720275074733,3051.8678370492953
2024-10-24,2535.82,2642.170000000001,2256.2148530255945,3094.1478377107455
2024-10-25,2440.62,2642.170000000001,2227.8480344244513,3133.545107668668
2024-10-26,2482.51,2642.170000000001,2201.765407751628,3170.6658140427594
2024-10-27,2507.8,2642.170000000001,2177.5462231182855,3205.930709890054
2024-10-28,2567.48,2642.170000000001,2154.884347384973,3239.645931519137
2024-10-29,2638.8,2642.170000000001,2133.5488343965153,3272.042428255281
2024-10-30,2659.19,2642.170000000001,2113.3603855800743,3303.299501842347
2024-10-31,2518.61,2642.170000000001,2094.1765122192314,3333.559644168704
2024-11-01,2511.49,2642.170000000001,2075.8817642863396,3362.9383084349215
2024-11-02,2494.23,2642.170000000001,2058.381059586158,3391.530580010077
2024-11-03,2457.73,2642.170000000001,2041.5949897085259,3419.4158704791275
2024-11-04,2398.21,2642.170000000001,2025.456430876077,3446.661306795165
2024-11-05,2422.55,2642.170000000001,2009.908042048019,3473.3242331756514
2024-11-06,2721.87,2642.170000000001,1994.900381962081,3499.4540940604725
2024-11-07,2895.47,2642.170000000001,1980.3904677130527,3525.0938755333955
2024-11-08,2961.75,2642.170000000001,1966.3406545909565,3550.2812254839077
2024-11-09,3126.21,2642.170000000001,1952.717753800103,3575.049335888122
2024-11-10,3183.21,2642.170000000001,1939.4923291041196,3599.4276461638087
2024-11-11,3371.59,2642.170000000001,1926.6381299658428,3623.4424100304527
2024-11-12,3243.8,2642.170000000001,1914.1316301513439,3647.1171569052653
2024-11-13,3187.16,2642.170000000001,1901.9516487734536,3670.473070859614
2024-11-14,3058.82,2642.170000000001,1890.0790364637626,3693.5293044470745
2024-11-15,3090.01,2642.170000000001,1878.4964134997322,3716.303240576293
2024-11-16,3132.87,2642.170000000001,1867.18794975062,3738.8107125650577
2024-11-17,3076.0,2642.170000000001,1856.1391785626954,3761.0661902550873
2024-11-18,3207.8,2642.170000000001,1845.3368384005012,3783.0829383707755
2024-11-19,3107.44,2642.170000000001,1834.7687373492975,3804.873152016745
2024-11-20,3069.97,2642.170000000001,1824.4236365721972,3826.4480732207094
2024-11-21,3355.81,2642.170000000001,1814.2911495804212,3847.8180916632227
2024-11-22,3327.78,2642.170000000001,1804.3616547723586,3868.9928321386033
2024-11-23,3393.91,2642.170000000001,1794.6262191670755,3889.981230821457
2024-11-24,3361.2,2642.170000000001,1785.0765316304605,3910.791602040509
2024-11-25,3414.49,2642.170000000001,1775.704844189648,3931.431696964173
2024-11-26,3324.73,2642.170000000001,1766.503920270409,3951.9087553631766
2024-11-27,3653.28,2642.170000000001,1757.4669888854987,3972.22955142222
2024-11-28,3578.79,2642.170000000001,1748.587703959129,3992.4004344154864
2024-11-29,3592.21,2642.170000000001,1739.8601081014097,4012.427364932211
2024-11-30,3703.6,2642.170000000001,1731.278600252267,4032.3159472327507
2024-12-01,3707.61,2642.170000000001,1722.837906701777,4052.0714582282703
2024-12-02,3643.42,2642.170000000001,1714.5330550663687,4071.6988735045243
2024-12-03,3614.51,2642.170000000001,1706.35935086088,4091.2028907498116
2024-12-04,3837.8,2642.170000000001,1698.312356357097,4110.587950896428
2024-12-05,3785.2,2642.170000000001,1690.387871462091,4129.858257242327
2024-12-06,3998.87,2642.170000000001,1682.5819163855808,4149.017792783779
2024-12-07,3996.22,2642.170000000001,1674.8907158961206,4168.07033595915
2024-12-08,4004.15,2642.170000000001,1667.3106849918215,4187.019474978203
2024-12-09,3712.0,2642.170000000001,1659.8384158334452,4205.868620889009
2024-12-10,3628.25,2642.170000000001,1652.4706658067144,4224.621019515615
2024-12-11,3831.81,2642.170000000001,1645.2043465969193,4243.279762383456
2024-12-12,3881.61,2642.170000000001,1638.0365141729537,4261.847796735322
2024-12-13,3906.8,2642.170000000001,1630.9643595900434,4280.327934728596
2024-12-14,3870.29,2642.170000000001,1623.9852005309176,4298.722861894142
2024-12-15,3959.09,2642.170000000001,1617.0964735143118,4317.03514492775
2024-12-16,3986.24,2642.170000000001,1610.2957267076356,4335.267238877476
2024-12-17,3893.01,2642.170000000001,1603.580613287593,4353.421493783048
2024-12-18,3626.8,2642.170000000001,1596.948885298585,4371.500160817449
2024-12-19,3417.01,2642.170000000001,1590.3983879641107,4389.505397975504
2024-12-20,3472.21,2642.170000000001,1583.9270544110161,4407.439275349656
2024-12-21,3338.92,2642.170000000001,1577.5329007706025,4425.3037800288375
2024-12-22,3281.83,2642.170000000001,1571.214021624259,4443.100820652846
2024-12-23,3422.53,2642.170000000001,1564.9685857644874,4460.832231651317
2024-12-24,3493.18,2642.170000000001,1558.7948322450638,4478.499777193564
2024-12-25,3497.0,2642.170000000001,1552.691066696639,4496.105154872993
2024-12-26,3335.05,2642.170000000001,1546.6556578863099,4513.64999914749
2024-12-27,3333.51,2642.170000000001,1540.687034501741,4531.13588455535
2024-12-28,3404.0,2642.170000000001,1534.783682142201,4548.564328724205
2024-12-29,3356.48,2642.170000000001,1528.944140500498,4565.936795189109
2024-12-30,3361.84,2642.170000000001,1523.1670007212294,4583.254696034263
