,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,4.6077052120447135,53.48609344960439,4.1105610143611315
RMSE,60.62536292224106,73.01552347612909,7.863373827130778
R²,0.9508806858442861,-1.3817813078568206,0.9723758246869301
