,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,2.3993166742736647,3.907015144448737,1.1536091264757349
RMSE,7822.359489083994,5334.175853095702,1682.461179614018
R²,0.1999649843080793,-0.0003387386565751882,0.9004817950605897
