,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,3.468200547292308,6.595784565116563,2.4624507346360125
RMSE,2123.713534087988,5087.661175753428,1809.2216099930952
R²,0.9472524752597135,0.383586694721461,0.9220494514431838
