,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,3.568529650674816,9.493125463573707,2.447638768181961
RMSE,284.55204487010894,338.3531839439375,88.60174464986574
R²,0.7625656184554619,-0.0005025274236725163,0.9313939837072569
