,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,4.370460607567079,16.852730304743776,6.030333016590088
RMSE,485.9263745664231,3485.9426216416405,1222.0678841361657
R²,0.9309889703380898,-1.9505259730643258,0.6373817686643368
