,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,3.4913507624893683,43.66203677261758,2.879563021809224
RMSE,893.9135004241585,2098.135108336503,186.17176822744023
R²,0.825188838424277,-1.657608575749511,0.9790756603065423
