close_time,real_price,predicted_price,lower_bound,upper_bound
2020-10-19,379.3,377.43306460883844,337.87386662698543,421.6239618712255
2020-10-20,368.52,377.951539234702,326.9381780339238,436.9247019999553
2020-10-21,390.38,377.55428498113446,315.348736243139,452.03047206033335
2020-10-22,413.98,377.8585741279524,308.0205258014608,463.5311288769061
2020-10-23,409.11,377.62544383285314,300.1968266753727,475.0249275091951
2020-10-24,412.14,377.8040262487936,294.3208418500275,484.9669542686714
2020-10-25,405.86,377.66721114578013,288.2711128857584,494.78603994274107
2020-10-26,392.52,377.7720173459822,283.2762170490675,503.7899001063451
2020-10-27,403.45,377.69172532252884,278.2753805467132,512.6254399395644
2020-10-28,388.23,377.7532335112522,273.902793922471,520.9786413080458
2020-10-29,387.13,377.7061127234364,269.6006337576762,529.16013438187
2020-10-30,382.49,377.7422102578599,265.70118078625,537.028766632705
2020-10-31,386.46,377.71455652732067,261.90183213366475,544.7395501220398
2020-11-01,396.67,377.7357411796526,258.3776927895679,552.2314586218894
2020-11-02,383.02,377.71951203903933,254.9606480805863,559.5845117632235
2020-11-03,387.88,377.7319447166965,251.74272195773182,566.7747649261296
2020-11-04,402.49,377.72242031554373,248.6284669388811,573.845097327914
2020-11-05,416.69,377.7297167003662,245.66561437667133,580.7883990625264
2020-11-06,455.91,377.72412710917695,242.79873985670395,587.6287343360783
2020-11-07,435.21,377.72840914826287,240.05188888820504,594.3662919650036
2020-11-08,454.3,377.7251287804931,237.3920491573298,601.0153811751397
2020-11-09,444.32,377.72764178593025,234.83063147376444,607.5790473914398
2020-11-10,450.34,377.7257166335999,232.34737705992205,614.0663983892123
2020-11-11,463.09,377.72719144393943,229.94701994353488,620.4813230071953
2020-11-12,462.39,377.72606162797973,227.61668372279323,626.8300517318224
2020-11-13,476.43,377.7269271515246,225.35764249915084,633.116453975466
2020-11-14,460.89,377.72626409533103,223.16137683212952,639.3450901440841
2020-11-15,448.08,377.7267720460508,221.02743330695193,645.5194822906249
2020-11-16,460.55,377.7263829176032,218.94992324626887,651.6431622199583
2020-11-17,482.15,377.7266810191727,216.92759151593714,657.7192166137044
2020-11-18,478.41,377.72645265096924,214.95618150172618,663.7505003834427
2020-11-19,471.25,377.72662759814574,213.0341236354639,669.7396772021959
2020-11-20,510.12,377.7264935754667,211.1582063367693,675.6891262907667
2020-11-21,552.35,377.72659624689646,209.32679514432542,681.6011367006004
2020-11-22,560.03,377.72651759287055,207.5373719733481,687.4777334617099
2020-11-23,608.58,377.72657784775805,205.78835899714366,693.3208870894333
2020-11-24,604.97,377.72653168798973,204.0777164029805,699.1323465189173
2020-11-25,569.5,377.72656704983734,202.40397647591774,704.9138161187816
2020-11-26,519.83,377.72653996000696,200.7654424328313,710.6668222440389
2020-11-27,518.68,377.7265607128505,199.1607747684203,716.3928481090757
2020-11-28,537.52,377.72654481461404,197.58853216591442,722.0932363512927
2020-11-29,576.3,377.72655699385666,196.0475037360751,727.7692862160065
2020-11-30,616.66,377.72654766364235,194.53644502849863,733.4221862077944
2020-12-01,585.26,377.7265548112871,193.05426595226868,739.053081815246
2020-12-02,596.89,377.7265493356546,191.59987831246258,744.6630307371147
2020-12-03,615.85,377.7265535304001,190.17230174573083,750.2530491150095
2020-12-04,567.24,377.72655031691005,188.77057516558182,755.8240826948928
2020-12-05,596.8,377.7265527786846,187.3938161395233,761.3770380119619
2020-12-06,601.54,377.72655089278055,186.0411690617,766.912764357215
2020-12-07,591.28,377.7265523375249,184.711838120182,772.4320746998385
2020-12-08,554.94,377.72655123074236,183.40505664979142,777.9357347660834
2020-12-09,573.09,377.72655207862095,182.12010515252396,783.4244770818254
2020-12-10,558.99,377.7265514290825,180.85629291878968,788.8989946209617
2020-12-11,544.43,377.7265519266778,179.61296762149607,794.3599502853581
2020-12-12,568.04,377.7265515454823,178.38950408488722,799.807973425098
2020-12-13,590.7,377.72655183750663,177.18530915848515,805.2436663100179
2020-12-14,586.29,377.72655161379413,175.9998146824466,810.6676024146875
2020-12-15,588.64,377.7265517851748,174.83247974447045,816.0803309090563
2020-12-16,637.18,377.72655165388437,173.6827861348143,821.4823760000429
2020-12-17,642.7,377.7265517544625,172.55023917617922,826.8742401141419
2020-12-18,653.85,377.72655167741186,171.43436467655098,832.2564038505407
2020-12-19,658.03,377.72655173643835,170.33470900228153,837.6293282937959
2020-12-20,638.18,377.7265516912195,169.25083694887346,842.9934553034966
2020-12-21,607.58,377.7265517258604,168.18233143194342,848.3492092416667
2020-12-22,636.45,377.72655169932295,167.1287919341436,853.6969974322718
2020-12-23,585.56,377.72655171965255,166.08983402104224,859.0372114884724
2020-12-24,612.31,377.7265517040785,165.0650881604994,864.370227843231
2020-12-25,626.82,377.72655171600945,164.0541991757377,869.6964087973679
2020-12-26,637.44,377.72655170686943,163.05682531403355,875.0161030645475
2020-12-27,685.11,377.7265517138714,162.0726376959868,880.329646619831
2020-12-28,730.41,377.72655170850726,161.10131955767307,885.6373632279418
2020-12-29,732.0,377.72655171261636,160.14256572544477,890.9395651454463
2020-12-30,752.17,377.7265517094684,159.19608198369167,896.2365536165762
