,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,3.7753862886127414,25.258801861709923,3.5021145094682002
RMSE,14.93043313703137,177.90849859883264,24.160975834308566
R²,0.972077923660865,-2.120429787611122,0.9424493851633852
