close_time,lower_bound,upper_bound,residual,real_price,predicted_price
2017-12-04,412.1657388432529,514.0555607427061,6.370000000000061,466.6700000000002,460.3000000000001
2017-12-05,418.06924557231554,520.9206159182296,-14.410000000000196,452.26,466.6700000000002
2017-12-06,405.29948023122387,504.6616578025468,-41.25,411.01,452.26
2017-12-07,367.98453835323386,459.06608156955315,-4.680000000000064,406.3299999999999,411.01
2017-12-08,363.9670662804722,453.6236494891301,36.230000000000246,442.5600000000002,406.3299999999999
2017-12-09,396.16737665979986,494.38536623420697,17.43999999999994,460.0000000000001,442.5600000000002
2017-12-10,411.8857498278773,513.7346948478444,-32.650000000000205,427.3499999999999,460.0000000000001
2017-12-11,382.5213348732799,477.43225240103317,81.35000000000002,508.69999999999993,427.3499999999999
2017-12-12,453.52591458438786,570.5863362563142,111.3000000000003,620.0000000000002,508.69999999999993
2017-12-13,549.9983869514251,698.9111406865812,63.989999999999895,683.9900000000001,620.0000000000002
2017-12-14,606.2781070974961,771.6628963228685,-4.230000000000246,679.7599999999999,683.9900000000001
2017-12-15,602.8316586693352,766.5052937331817,-4.809999999999945,674.9499999999999,679.7599999999999
2017-12-16,598.8622329912483,760.705012611235,7.8599999999999,682.8099999999998,674.9499999999999
2017-12-17,606.125485326897,769.1963254911675,24.829999999999927,707.6399999999998,682.8099999999998
2017-12-18,628.3680200857787,796.9125633281617,76.36000000000001,783.9999999999998,707.6399999999998
2017-12-19,695.5520627499538,883.6951723928166,14.000000000000455,798.0000000000002,783.9999999999998
2017-12-20,708.2863292850328,899.0770733113133,-7.789999999999964,790.2100000000003,798.0000000000002
2017-12-21,701.6987445989564,889.8859359608566,-7.800000000000409,782.4099999999999,790.2100000000003
2017-12-22,695.0918825116827,880.6971042273838,-146.43999999999983,635.97,782.4099999999999
2017-12-23,562.2164360181406,719.3988204338973,4.370000000000232,640.3400000000003,635.97
2017-12-24,566.3496281685834,723.9967949231998,17.65999999999974,658.0,640.3400000000003
2017-12-25,582.1942060174035,743.6762432964808,56.950000000000045,714.95,658.0
2017-12-26,632.3553266679627,808.3327220368252,35.04999999999984,749.9999999999999,714.95
2017-12-27,663.4856465615985,847.7952807495693,-10.109999999999673,739.8900000000002,749.9999999999999
2017-12-28,654.8320513301967,835.9963611859878,-32.0,707.8900000000002,739.8900000000002
2017-12-29,626.6538113843465,799.6572317863952,26.09999999999991,733.9900000000001,707.8900000000002
2017-12-30,649.9526949890131,828.893124459015,-52.92999999999995,681.0600000000002,733.9900000000001
