,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,4.607107259899643,26.252782229884776,5.717544320603804
RMSE,33.752844093421885,213.89858297800845,49.24574837824413
R²,0.5726555047858186,-1.76170362864418,0.8536142712749745
