close_time,real,predicted,lower_bound,upper_bound,residual,real_price,predicted_price
2023-12-20,10.684392144233012,10.653687683904053,39227.49024602308,45717.76837520531,0.030704460328959016,43668.92999999997,42348.4747424073
2023-12-21,10.688799060801458,10.682599097265047,40378.421555530986,47058.5284993934,0.00619996353641028,43861.8,43590.699713717324
2023-12-22,10.69124102886851,10.689971511691457,40677.863397947745,47405.981740317344,0.0012695171770520375,43969.039999999964,43913.25596534871
2023-12-23,10.685152807779783,10.69147698624413,40739.821208135465,47476.620617358334,-0.00632417846434663,43702.160000000025,43979.41604339076
2023-12-24,10.668757700716931,10.68551726427837,40498.39620348277,47193.75606951675,-0.016759563561439705,42991.49999999996,43718.09043901402
2023-12-25,10.682264802352616,10.669258988365547,39845.82182622205,46432.04596066193,0.013005813987069459,43576.13,43013.05651050025
2023-12-26,10.657469450487946,10.680837760881312,40310.459672215584,46972.10821434241,-0.023368310393365732,42508.93000000002,43513.98940447998
2023-12-27,10.678879245786156,10.659218019256498,39448.72816774457,45966.99655863405,0.019661226529658293,43428.84999999996,42583.32481064865
2023-12-28,10.658758465977922,10.67680768679653,40149.25003589113,46782.11886905935,-0.01804922081860738,42563.76000000001,43338.97769540306
2023-12-29,10.647017675739187,10.660578235045136,39503.419802388584,46028.40319460208,-0.013560559305949127,42066.95000000002,42641.28673281295
2023-12-30,10.648759331854377,10.646804214910562,38963.59243806981,45398.09704970487,0.001955116943815227,42140.27999999997,42057.97131232842
2023-12-31,10.652154110004108,10.648012800770536,39011.35133539813,45452.25252560908,0.004141309233572699,42283.58000000002,42108.832710748145
2024-01-01,10.696017291317888,10.652048085482166,39169.7274087437,45635.29473743678,0.04396920583572239,44179.54999999999,42279.097141295184
2024-01-02,10.713237294489025,10.69409549317098,40851.64656858642,47595.26589041032,0.019141801318044216,44946.91000000004,44094.7273547863
2024-01-03,10.665349599276464,10.714434907255226,41691.57191339052,48572.63276934437,-0.049085307978762316,42845.23000000001,45000.77123923355
2024-01-04,10.69537312078402,10.668626975737956,39824.46683666265,46398.25846563257,0.02674614504606332,44151.10000000002,42985.880304391656
2024-01-05,10.695237441121003,10.691734173681741,40755.76686484786,47482.462938264005,0.0035032674392621033,44145.11000000002,43990.728451352865
2024-01-06,10.691224653575915,10.696340436940861,40944.59717963817,47700.90885744589,-0.005115783364946225,43968.32000000001,44193.82873513854
2024-01-07,10.690330428503374,10.691639832172854,40753.240225932524,47476.447934119715,-0.001309403669479181,43929.020000000004,43986.57849541333
2024-01-08,10.756860635615782,10.690150635361212,40693.260996632736,47405.02385076289,0.06671000025457019,46951.04000000002,43921.12257343492
2024-01-09,10.738785125200751,10.753553284659231,43355.499016652204,50509.55188219021,-0.014768159458480312,46109.99999999999,46796.012938709224
2024-01-10,10.750513733164585,10.742676374884368,42887.08122059749,49962.44125577204,0.007837358280216478,46653.98999999999,46289.775070912
2024-01-11,10.743742670933855,10.749427665458104,43178.281206285064,50300.10446675848,-0.00568499452424831,46339.15999999998,46603.34811331921
2024-01-12,10.663889795467075,10.744394216059785,42962.1783661176,50046.75749730401,-0.08050442059271035,42782.72999999999,46369.36189171691
2024-01-13,10.66541401510775,10.66754748433931,39782.21726674382,46347.36315866943,-0.0021334692315608805,42847.98999999999,42939.50245308934
2024-01-14,10.63903188640211,10.66169198611509,39550.59706047476,46076.019202461364,-0.02266009971297933,41732.34999999998,42688.804968366676
2024-01-15,10.657520497282459,10.640032053105832,38703.563405679175,45088.25876384702,0.017488444176626317,42511.09999999997,41774.11018703119
2024-01-16,10.672158399110758,10.655579788311597,39310.53044566793,45794.16061051022,0.016578610799161453,43137.949999999975,42428.67833097408
2024-01-17,10.663734814385327,10.67218884491062,39969.426783370785,46560.488742186564,-0.008454030525292922,42776.100000000035,43139.26338938561
2024-01-18,10.629283416927167,10.66494109092821,39681.40134355143,46223.53231983502,-0.03565767400104214,41327.500000000015,42827.73094036146
2024-01-19,10.637273430818496,10.63061669010673,38342.572078536294,44663.74062975826,0.006656740711765252,41659.02999999996,41382.63759589951
2024-01-20,10.638161439248748,10.635247939986408,38521.166372965636,44870.36057125606,0.002913499262339414,41696.04000000004,41574.73541443544
2024-01-21,10.635382497888447,10.638336658660759,38640.956137753616,45008.43900142751,-0.002954160772311809,41580.33000000001,41703.346595722025
2024-01-22,10.585776495220026,10.63566540441623,38538.49666786792,44887.645262989485,-0.04988890919620381,39568.01999999998,41592.095010905105
2024-01-23,10.594071450692908,10.588067658904086,36746.73799594674,42801.59208483349,0.00600379178882271,39897.59999999999,39658.78074463163
2024-01-24,10.598754484834053,10.59140257098911,36870.07407263523,42943.88926469523,0.007351913844942715,40084.88000000002,39791.260072487756
2024-01-25,10.59566150966775,10.59868097430549,37139.98934405646,43256.91571997846,-0.0030194646377399437,39961.090000000026,40081.93344758644
2024-01-26,10.641213900594034,10.596158009576248,37047.001598888426,43147.22225192041,0.0450558910177854,41823.510000000024,39980.935603791084
2024-01-27,10.64829292340101,10.638869542443773,38663.39969322128,45030.278485907475,0.00942338095723727,42120.630000000005,41725.57555502026
