close_time,real_price,predicted_price,lower_bound,upper_bound
2023-12-20,43668.93,42348.4747424073,39227.49024602308,45717.76837520531
2023-12-21,43861.8,42335.09545208376,38088.75287992512,47054.84352788204
2023-12-22,43969.04,42335.09545208376,37155.96355286794,48236.141269406115
2023-12-23,43702.16,42335.09545208376,36391.685208187315,49249.17042681564
2023-12-24,42991.5,42335.09545208376,35733.38978527977,50156.459202629514
2023-12-25,43576.13,42335.09545208376,35149.61920305003,50989.465819917714
2023-12-26,42508.93,42335.09545208376,34621.90272231667,51766.66115989586
2023-12-27,43428.85,42335.09545208376,34138.30244261923,52499.983265117895
2023-12-28,42563.76,42335.09545208376,33690.576327970935,53197.674313723575
2023-12-29,42066.95,42335.09545208376,33272.75211659106,53865.706709705984
2023-12-30,42140.28,42335.09545208376,32880.33903577958,54508.57136803697
2023-12-31,42283.58,42335.09545208376,32509.859927376274,55129.74558920803
2024-01-01,44179.55,42335.09545208376,32158.557695778738,55731.98661121243
2024-01-02,44946.91,42335.09545208376,31824.20272766335,56317.52418982398
2024-01-03,42845.23,42335.09545208376,31504.96183365046,56888.19165693225
2024-01-04,44151.1,42335.09545208376,31199.306276559408,57445.517892287244
2024-01-05,44145.11,42335.09545208376,30905.945521822734,57990.79357308533
2024-01-06,43968.32,42335.09545208376,30623.778431282553,58525.119980172916
2024-01-07,43929.02,42335.09545208376,30351.85659713157,59049.445664105515
2024-01-08,46951.04,42335.09545208376,30089.356318688984,59564.594468371564
2024-01-09,46110.0,42335.09545208376,29835.55685623159,60071.28727556172
2024-01-10,46653.99,42335.09545208376,29589.823325177786,60570.159113184716
2024-01-11,46339.16,42335.09545208376,29351.593075451765,61061.77277430307
2024-01-12,42782.73,42335.09545208376,29120.364725984688,61546.62978303198
2024-01-13,42847.99,42335.09545208376,28895.689248228176,62025.17931102615
2024-01-14,41732.35,42335.09545208376,28677.16264955041,62497.82549408323
2024-01-15,42511.1,42335.09545208376,28464.419919255335,62964.93348612497
2024-01-16,43137.95,42335.09545208376,28257.1299808746,63426.834506905216
2024-01-17,42776.1,42335.09545208376,28054.99145368958,63883.83008048781
2024-01-18,41327.5,42335.09545208376,27857.729070462934,64336.19561751519
2024-01-19,41659.03,42335.09545208376,27665.090631410843,64784.183461236054
2024-01-20,41696.04,42335.09545208376,27476.844399526693,65228.025492181914
2024-01-21,41580.33,42335.09545208376,27292.776861587205,65667.93536716053
2024-01-22,39568.02,42335.09545208376,27112.690794034428,66104.11045337454
2024-01-23,39897.6,42335.09545208376,26936.403584523992,66536.73350687268
2024-01-24,40084.88,42335.09545208376,26763.74576904351,66965.97413543191
2024-01-25,39961.09,42335.09545208376,26594.559751730336,67391.99007873902
2024-01-26,41823.51,42335.09545208376,26428.698680276444,67814.92833298654
2024-01-27,42120.63,42335.09545208376,26266.025454439212,68234.92614236136
2024-01-28,42031.06,42335.09545208376,26106.411848913194,68652.11187617324
2024-01-29,43302.7,42335.09545208376,25949.737734860035,69066.60580732493
2024-01-30,42941.1,42335.09545208376,25795.89038687803,69478.52080534263
2024-01-31,42580.0,42335.09545208376,25644.763864234992,69887.96295514292
2024-02-01,43082.94,42335.09545208376,25496.25845687469,70295.03211102673
2024-02-02,43200.0,42335.09545208376,25350.28018810751,70699.82239398838
2024-02-03,43011.09,42335.09545208376,25206.740367062037,71102.42263926406
2024-02-04,42582.88,42335.09545208376,25065.55518495162,71502.91680006537
2024-02-05,42708.7,42335.09545208376,24926.645350031213,71901.38431262267
2024-02-06,43098.95,42335.09545208376,24789.93575681339,72297.90042696861
2024-02-07,44349.6,42335.09545208376,24655.355185698485,72692.53650730841
2024-02-08,45288.65,42335.09545208376,24522.83602967453,73085.36030531987
2024-02-09,47132.77,42335.09545208376,24392.314045167608,73476.43620930299
2024-02-10,47751.09,42335.09545208376,24263.728124488323,73865.82547173336
2024-02-11,48299.99,42335.09545208376,24137.020087632725,74253.58641746159
2024-02-12,49917.27,42335.09545208376,24012.13449146621,74639.77463452918
2024-02-13,49699.59,42335.09545208376,23889.0184545514,75024.44314934073
2024-02-14,51795.17,42335.09545208376,23767.62149608283,75407.64258772918
2024-02-15,51880.0,42335.09545208376,23647.895387566412,75789.42132327672
2024-02-16,52124.11,42335.09545208376,23529.794016034903,76169.82561409877
2024-02-17,51642.64,42335.09545208376,23413.27325772224,76548.89972917024
2024-02-18,52137.67,42335.09545208376,23298.290861238387,76926.68606515019
2024-02-19,51774.73,42335.09545208376,23184.806339386087,77303.2252545656
2024-02-20,52258.82,42335.09545208376,23072.780868853333,77678.55626611836
2024-02-21,51849.39,42335.09545208376,22962.17719709208,78052.71649780727
2024-02-22,51288.42,42335.09545208376,22852.959555766003,78425.74186347955
2024-02-23,50744.15,42335.09545208376,22745.093580209752,78797.66687337212
2024-02-24,51568.22,42335.09545208376,22638.546234398702,79168.52470914181
2024-02-25,51728.85,42335.09545208376,22533.285740976098,79538.34729383793
2024-02-26,54476.47,42335.09545208376,22429.281515927516,79907.16535722824
2024-02-27,57037.34,42335.09545208376,22326.504107532208,80275.00849684725
2024-02-28,62432.1,42335.09545208376,22224.925139254083,80641.90523510556
2024-02-29,61130.98,42335.09545208376,22124.51725626708,81007.88307276445
2024-03-01,62387.9,42335.09545208376,22025.25407533667,81372.96853905405
2024-03-02,61987.28,42335.09545208376,21927.11013780374,81737.18723869006
2024-03-03,63113.97,42335.09545208376,21830.060865440468,82100.56389601735
2024-03-04,68245.71,42335.09545208376,21734.08251896657,82463.1223964941
2024-03-05,63724.01,42335.09545208376,21639.15215903317,82824.8858257079
2024-03-06,66074.04,42335.09545208376,21545.247609497845,83185.87650610042
2024-03-07,66823.17,42335.09545208376,21452.34742282838,83546.11603156402
2024-03-08,68124.19,42335.09545208376,21360.43084748718,83905.62530005722
2024-03-09,68313.27,42335.09545208376,21269.477797159536,84264.4245443766
2024-03-10,68955.88,42335.09545208376,21179.468821700408,84622.53336120969
2024-03-11,72078.1,42335.09545208376,21090.385079683863,84979.97073858588
2024-03-12,71452.01,42335.09545208376,21002.208312448976,85336.7550818305
2024-03-13,73072.41,42335.09545208376,20914.92081954382,85692.9042381206
2024-03-14,71388.94,42335.09545208376,20828.505435476607,86048.43551973424
2024-03-15,69499.85,42335.09545208376,20742.945507690685,86403.36572607502
2024-03-16,65300.63,42335.09545208376,20658.224875684984,86757.71116455209
2024-03-17,68393.48,42335.09545208376,20574.327851208916,87111.48767038494
2024-03-18,67609.99,42335.09545208376,20491.239199464366,87464.71062540192
2024-03-19,61937.4,42335.09545208376,20408.944121253815,87817.3949758914
2024-03-20,67840.51,42335.09545208376,20327.42823601641,88169.55524956631
2024-03-21,65501.27,42335.09545208376,20246.677565699272,88521.20557169264
2024-03-22,63796.64,42335.09545208376,20166.6785194143,88872.35968043265
2024-03-23,63990.01,42335.09545208376,20087.41787883429,89223.03094144876
2024-03-24,67209.99,42335.09545208376,20008.8827842854,89573.23236181134
2024-03-25,69880.01,42335.09545208376,19931.06072149619,89922.9766032493
2024-03-26,69988.0,42335.09545208376,19853.939508965446,90272.27599478238
2024-03-27,69469.99,42335.09545208376,19777.507285914104,90621.14254476968
2024-03-28,70780.6,42335.09545208376,19701.75250078898,90969.58795240523
