,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,2.6138455906350866,15.803689415648908,1.8558888297416452
RMSE,954.1967371939907,14277.930581070108,1954.472735145237
R²,0.9963848199452173,-0.7847451939214465,0.9909697278021458
