,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,4.679669157269927,18.54359502303903,3.1463887679386127
RMSE,152.0704798077604,969.5517963708503,166.7776447057538
R²,0.9634743710396664,-11.098559274294301,0.6420129649436206
