,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,2.70522053034215,9.491183635612801,2.2151852627392143
RMSE,397.3766985472593,834.4225780290571,261.4239622445049
R²,0.9813352667114408,-0.0009458909679904703,0.9017507389138408
