close_time,lower_bound,upper_bound,residual,real_price,predicted_price
2019-10-20,7402.104973270282,8534.175506591191,275.3399999999874,8223.349999999993,7948.010000000006
2019-10-21,7658.64566544938,8829.692373361942,-26.07999999999447,8197.269999999999,8223.349999999993
2019-10-22,7635.276873909944,8800.628525012482,-177.27000000000226,8019.999999999996,8197.269999999999
2019-10-23,7470.73575988489,8609.647304804554,-553.3799999999974,7466.619999999999,8019.999999999996
2019-10-24,6952.835024943694,8018.3715023285,-54.20999999999913,7412.41,7466.619999999999
2019-10-25,6903.154116790372,7959.234442479197,1242.610000000006,8655.020000000006,7412.41
2019-10-26,8044.021332009124,9312.42821327654,574.9799999999923,9229.999999999998,8655.020000000006
2019-10-27,8576.344456883307,9933.474620603049,299.929999999993,9529.929999999991,9229.999999999998
2019-10-28,8855.330273355792,10255.92078458787,-324.7899999999954,9205.139999999996,9529.929999999991
2019-10-29,8553.681176001712,9906.214725109481,202.48000000000138,9407.619999999997,9205.139999999996
2019-10-30,8742.538857439791,10123.296619846848,-252.90000000000146,9154.719999999996,9407.619999999997
2019-10-31,8508.002583563662,9850.596242214084,-13.869999999991705,9140.850000000004,9154.719999999996
2019-11-01,8496.139141961952,9834.483325470268,90.7599999999893,9231.609999999993,9140.850000000004
2019-11-02,8581.459111229467,9931.017800991422,57.91000000000895,9289.520000000002,9231.609999999993
2019-11-03,8636.295901208803,9992.152054252969,-94.80999999999949,9194.710000000003,9289.520000000002
2019-11-04,8549.095153833036,9889.080711213614,198.64000000000124,9393.350000000004,9194.710000000003
2019-11-05,8734.480613366506,10101.919979932489,-84.6900000000096,9308.659999999994,9393.350000000004
2019-11-06,8656.6928640983,10009.729160539606,30.3899999999976,9339.049999999992,9308.659999999994
2019-11-07,8685.968579664814,10041.235367428137,-122.84999999998399,9216.200000000008,9339.049999999992
2019-11-08,8572.584765323916,9908.136783152675,-442.47000000000844,8773.73,9216.200000000008
2019-11-09,8160.2795489914915,9433.29669660809,35.68000000000393,8809.410000000003,8773.73
2019-11-10,8194.406656197643,9470.570329751066,230.05999999999767,9039.470000000001,8809.410000000003
2019-11-11,8408.90474802064,9717.319951820607,-306.200000000008,8733.269999999993,9039.470000000001
2019-11-12,8124.183673592171,9388.020748572824,88.67000000000371,8821.939999999997,8733.269999999993
2019-11-13,8207.541744098162,9482.330738014598,-44.81999999999243,8777.120000000004,8821.939999999997
2019-11-14,8166.758986900841,9433.097709625781,-130.4400000000096,8646.679999999995,8777.120000000004
2019-11-15,8046.153678867774,9292.02672560942,-174.95000000000255,8471.729999999992,8646.679999999995
2019-11-16,7883.970720898364,9103.30742384109,19.29000000000633,8491.019999999999,8471.729999999992
2019-11-17,7902.810361019694,9123.010340222476,11.37999999999738,8502.399999999996,8491.019999999999
2019-11-18,7914.289971308923,9134.212421085193,-315.229999999995,8187.170000000001,8502.399999999996
2019-11-19,7620.80684189606,8795.62413790598,-53.53000000000338,8133.639999999998,8187.170000000001
2019-11-20,7571.796922673494,8737.173002025149,-35.62999999999556,8098.010000000002,8133.639999999998
2019-11-21,7539.452282808923,8697.948272665262,-470.27000000000135,7627.740000000001,8098.010000000002
2019-11-22,7100.2961384085875,8194.36490724183,-359.51000000000295,7268.229999999998,7627.740000000001
2019-11-23,6765.091420466232,7808.788388739802,43.340000000001965,7311.57,7268.229999999998
2019-11-24,6806.161207895589,7854.509205994714,-408.2900000000027,6903.279999999997,7311.57
2019-11-25,6425.059490018352,7417.094710552453,206.2900000000036,7109.570000000001,6903.279999999997
2019-11-26,6617.315644937506,7638.442579593371,46.57000000000153,7156.140000000002,7109.570000000001
2019-11-27,6661.364867843598,7687.664722706853,352.37999999999283,7508.519999999995,7156.140000000002
2019-11-28,6988.828998741765,8066.855348807351,-89.02999999999975,7419.489999999995,7508.519999999995
