,ARIMA Static - Train,ARIMA Static - Test,ARIMA Rolling - Test
MAPE,1.9988359694742082,23.38165155136988,1.9070956211081413
RMSE,81.1397275358794,538.1269813124387,56.90487549230334
R²,0.7545548017930139,-6.088547069322888,0.9207340540582832
